Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share,$1.325,-0.075,-5.357%,335341862.00,China,2017,1362840,Technology,Computer Software: Prepackaged Software
QFIN,360 DigiTech Inc. American Depositary Shares,$22.00,-1.28,-5.498%,3352712022.00,China,2018,1211760,Finance,Finance: Consumer Services
QGEN,Qiagen N.V. Common Shares ,$54.13,-1.00,-1.814%,12305697680.00,Netherlands,,746376,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QH,Quhuo Limited American Depository Shares,$1.56,-0.12,-7.143%,81735436.00,China,2020,88327,Miscellaneous,Business Services
QIWI,QIWI plc American Depositary Shares,$8.565,0.005,0.058%,534720093.00,Cyprus,2013,278085,Miscellaneous,Business Services
QK,Q&K International Group Limited American Depositary Shares,$0.4516,0.0316,7.524%,25959273.00,China,2019,262332,Finance,Real Estate
QLI,Qilian International Holding Group Ltd. Ordinary Shares,$3.05,0.01,0.329%,109037500.00,China,2021,22913,Health Care,Biotechnology: Pharmaceutical Preparations
QNRX,Quoin Pharmaceuticals Ltd. American Depositary Shares,$3.37,-0.42,-11.082%,28126279.00,Israel,2016,70370,Health Care,Medical/Dental Instruments
QTNT,Quotient Limited Ordinary Shares,$2.29,0.17,8.019%,234251591.00,Switzerland,2014,1093954,Health Care,Biotechnology: Pharmaceutical Preparations
QTT,Qutoutiao Inc. American Depositary Shares,$0.6001,0.0001,0.017%,172523800.00,China,2018,1074712,Technology,Computer Software: Prepackaged Software
QURE,uniQure N.V. Ordinary Shares,$26.731,-1.119,-4.018%,1235352956.00,Netherlands,2014,160467,Health Care,Biotechnology: Pharmaceutical Preparations
RADA,RADA Electronic Industries Ltd. Ordinary Shares,$9.295,-0.105,-1.117%,404193679.00,Israel,,252802,,
RBOT,Vicarious Surgical Inc. Class A Common Stock,$12.71,-0.39,-2.977%,1507689586.00,Hong Kong,2020,161225,Health Care,Medical Specialities
RCON,Recon Technology Ltd. Class A Ordinary Shares,$1.74,-0.07,-3.867%,12532928.00,China,2009,473430,Energy,Oilfield Services/Equipment
RDCM,Radcom Ltd. Ordinary Shares,$11.00,-0.30,-2.655%,153380216.00,Israel,1997,1444,Technology,Computer peripheral equipment
RDHL,Redhill Biopharma Ltd. American Depositary Shares,$2.75,-0.17,-5.822%,141380729.00,Israel,,1124506,Health Care,Biotechnology: Pharmaceutical Preparations
RDS/B,Royal Dutch Shell PLC,$41.58,-0.48,-1.141%,,Netherlands,,4432168,,
RDWR,Radware Ltd. Ordinary Shares,$28.89,-0.08,-0.276%,1328902761.00,Israel,1999,349124,Miscellaneous,Business Services
RDY,Dr. Reddy's Laboratories Ltd Common Stock,$61.49,-0.95,-1.521%,10199254311.00,India,,66754,Health Care,Biotechnology: Pharmaceutical Preparations
REDU,RISE Education Cayman Ltd American Depositary Shares,$0.60,0.0098,1.66%,33889744.00,China,2017,1546774,Miscellaneous,Service to the Health Industry
REE,REE Automotive Ltd. Class A Ordinary Shares,$4.21,0.07,1.691%,1319175470.00,Israel,,857732,,
REEAW,REE Automotive Ltd. Warrant,$0.77,-0.02,-2.532%,0.00,Israel,,10994,,
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),$30.83,-0.18,-0.58%,59644398973.00,United Kingdom,2015,471565,Consumer Services,Publishing
RENN,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares,$25.90,-0.10,-0.385%,622101320.00,China,2011,53860,Technology,EDP Services
RETO,ReTo Eco-Solutions Inc. Common Shares,$0.7758,-0.0742,-8.729%,21396177.00,China,2017,1308311,Capital Goods,Multi-Sector Companies
RGC,Regencell Bioscience Holdings Limited Ordinary Shares,$24.23,-1.02,-4.04%,314192954.00,Hong Kong,2021,9629,,
RIG,Transocean Ltd (Switzerland) Common Stock,$2.925,-0.095,-3.146%,1917351660.00,Switzerland,,12021588,Energy,Oil & Gas Production
RIO,Rio Tinto Plc Common Stock,$62.38,-0.31,-0.494%,101007377827.00,Australia,2002,4834580,Basic Industries,Steel/Iron Ore
RNLX,Renalytix plc American Depositary Shares,$17.88,-0.62,-3.351%,646441834.00,United Kingdom,2020,94803,Health Care,Medical Specialities
RNW,ReNew Energy Global plc Class A Ordinary Shares,$7.58,-0.11,-1.43%,3037537137.00,United Kingdom,,617022,,
RNWWW,ReNew Energy Global plc Warrant,$1.60,0.00,0.00%,0.00,United Kingdom,,2326,,
ROIV,Roivant Sciences Ltd. Common Shares,$8.729,2.099,31.659%,5977524656.00,United Kingdom,,6310747,,
ROIVW,Roivant Sciences Ltd. Warrant,$1.58,0.2598,19.679%,0.00,United Kingdom,,688974,,
RWLK,ReWalk Robotics Ltd. Ordinary Shares,$1.26,-0.04,-3.077%,78694382.00,Israel,2014,1805869,Health Care,Industrial Specialties
